app_id,model,us_id,scenario_id,scenario_text,feature_name,scenario_name,scenario_examples,us_text
g04-recycling,google-gemini-2.0-flash-001,47,google-gemini-2.0-flash-001_47_5,"Given I am logged in as an admin And I navigate to the facility communication page When I select ""All Facilities"" in the recipient dropdown And I enter the subject ""New Training Material Available"" And I enter the message body ""New training materials are now available for your staff."" And I attach a file ""training_manual.pdf"" And I click the ""Send"" button Then I should see a success message ""Message sent successfully to all facilities"" And all facilities should receive an email with the subject ""New Training Material Available"" And the email should include the attachment ""training_manual.pdf"" And the email body should contain ""New training materials are now available for your staff.""",Admin Communication with Facilities,Admin sends a message with an attachment to all facilities,,"As an admin, I want to be able to communicate directly with facilities, so that I can keep them updated about features we have on our website."
g04-recycling,google-gemini-2.0-flash-001,48,google-gemini-2.0-flash-001_48_1,"Given I am on the facility listing page When I browse the list of facilities Then I should see a facility named ""EcoWaste Solutions"" And I should see an ""Environment-Friendly"" indicator next to ""EcoWaste Solutions""",Facility Browsing with Environment-Friendly Indicator,Verify environment-friendly indicator is present for compliant facilities,,"As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint."
g04-recycling,google-gemini-2.0-flash-001,48,google-gemini-2.0-flash-001_48_2,"Given I am on the facility listing page When I browse the list of facilities Then I should see a facility named ""Standard Disposal Inc."" And I should not see an ""Environment-Friendly"" indicator next to ""Standard Disposal Inc.""",Facility Browsing with Environment-Friendly Indicator,Verify environment-friendly indicator is absent for non-compliant facilities,,"As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint."
g04-recycling,google-gemini-2.0-flash-001,48,google-gemini-2.0-flash-001_48_3,"Given I am on the facility listing page When I filter the facilities by ""Environment-Friendly"" Then I should only see facilities with the ""Environment-Friendly"" indicator And I should not see any facilities without the ""Environment-Friendly"" indicator",Facility Browsing with Environment-Friendly Indicator,Verify filtering by environment-friendly facilities shows only compliant options,,"As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint."
g04-recycling,google-gemini-2.0-flash-001,48,google-gemini-2.0-flash-001_48_4,"Given I am on the facility listing page When I click on ""EcoWaste Solutions"" Then I should be redirected to the facility details page for ""EcoWaste Solutions"" And I should see a section labeled ""Environmental Certifications"" And I should see details about ""ISO 14001"" certification",Facility Browsing with Environment-Friendly Indicator,Verify facility details page shows environment-friendly certification information,,"As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint."
g04-recycling,google-gemini-2.0-flash-001,48,google-gemini-2.0-flash-001_48_5,"Given I am on the facility listing page When I browse the list of facilities Then I should see a facility named ""Green Recycling Center"" And I should see an ""Environment-Friendly"" indicator next to ""Green Recycling Center"" And I should see ""Accepts: Plastic, Paper"" for ""Green Recycling Center""",Facility Browsing with Environment-Friendly Indicator,Verify a facility can be both Environment-Friendly and have specific waste types accepted,,"As a user, I want to be able to browse through the list of facolities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint."
g04-recycling,google-gemini-2.0-flash-001,49,google-gemini-2.0-flash-001_49_1,"Given I am logged in as a recycling facility representative And I navigate to the ""Edit Profile"" page When I update the ""Facility Name"" field to ""New Recycling Center Name"" And I update the ""Address"" field to ""123 New Street, Anytown, CA 91234"" And I click the ""Save Changes"" button Then I should see a success message ""Profile updated successfully"" And The ""Facility Name"" on my profile should be ""New Recycling Center Name"" And The ""Address"" on my profile should be ""123 New Street, Anytown, CA 91234""",Update Recycling Facility Information,Successfully update facility name and address,,"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users."
g04-recycling,google-gemini-2.0-flash-001,49,google-gemini-2.0-flash-001_49_2,"Given I am logged in as a recycling facility representative And I navigate to the ""Edit Profile"" page When I select ""Plastic Bottles"" and ""Aluminum Cans"" from the accepted materials list And I deselect ""Glass Bottles"" from the accepted materials list And I click the ""Save Changes"" button Then I should see a success message ""Profile updated successfully"" And My profile should show that I accept ""Plastic Bottles"" and ""Aluminum Cans"" And My profile should not show that I accept ""Glass Bottles""",Update Recycling Facility Information,Successfully update accepted materials,,"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users."
g04-recycling,google-gemini-2.0-flash-001,49,google-gemini-2.0-flash-001_49_3,"Given I am logged in as a recycling facility representative And I navigate to the ""Edit Profile"" page When I update the ""Phone Number"" field to ""123-45"" And I click the ""Save Changes"" button Then I should see an error message ""Invalid phone number format"" And The ""Phone Number"" field should still contain the old value",Update Recycling Facility Information,Attempt to update with invalid phone number,,"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users."
g04-recycling,google-gemini-2.0-flash-001,49,google-gemini-2.0-flash-001_49_4,"Given I am logged in as a recycling facility representative And I navigate to the ""Edit Profile"" page When I clear the ""Facility Name"" field And I click the ""Save Changes"" button Then I should see an error message ""Facility Name cannot be empty"" And The ""Facility Name"" field should still be empty",Update Recycling Facility Information,Attempt to update with empty facility name,,"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users."
g04-recycling,google-gemini-2.0-flash-001,49,google-gemini-2.0-flash-001_49_5,"Given I am logged in as a recycling facility representative And I navigate to the ""Edit Profile"" page When I update the ""Contact Email"" field to ""newemail@example.com"" And I click the ""Save Changes"" button Then I should see a success message ""Profile updated successfully"" And The ""Contact Email"" on my profile should be ""newemail@example.com""",Update Recycling Facility Information,Successfully update contact email,,"As a recyclingfacility representative, I want to be able to update my information and the type of material I accept, so that I can avoid any miscommunication with users."
g04-recycling,google-gemini-2.0-flash-001,50,google-gemini-2.0-flash-001_50_1,"Given I am logged in as a recycling facility representative When I navigate to the ""User Statistics"" page Then I should see a graph displaying the weekly user count for the past month And I should see a table summarizing the total volume of each recyclable material type collected this week And I should see the data updated as of today",Recycling Facility Representative - Access to User Stats and Schedules,View Weekly User Count and Material Volume,,"As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials."
g04-recycling,google-gemini-2.0-flash-001,50,google-gemini-2.0-flash-001_50_2,"Given I am logged in as a recycling facility representative And I am on the ""User Statistics"" page When I filter the statistics by ""Plastic"" Then I should see a graph displaying the weekly user count for users recycling plastic And I should see a table summarizing the total volume of plastic collected this week",Recycling Facility Representative - Access to User Stats and Schedules,Filter User Statistics by Material Type,,"As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials."
g04-recycling,google-gemini-2.0-flash-001,50,google-gemini-2.0-flash-001_50_3,"Given I am logged in as a recycling facility representative When I navigate to the ""Scheduled Drop-offs"" page Then I should see a list of all upcoming scheduled drop-offs for the next week And each entry should include the user's name, scheduled date/time, and material type And the list should be sorted by date and time, ascending",Recycling Facility Representative - Access to User Stats and Schedules,View Upcoming Scheduled Drop-offs,,"As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials."
g04-recycling,google-gemini-2.0-flash-001,50,google-gemini-2.0-flash-001_50_4,"Given I am logged in as a recycling facility representative And I am on the ""User Statistics"" page When I click the ""Download CSV"" button Then a CSV file should be downloaded to my computer And the CSV file should contain the weekly user count and material volume data for the past year",Recycling Facility Representative - Access to User Stats and Schedules,Download User Statistics Report as CSV,,"As a recyclingfacility representative, I want to have access to user stats and schedules, so that I can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials."
g04-recycling,google-gemini-2.0-flash-001,51,google-gemini-2.0-flash-001_51_1,"Given I am a logged-in recycling facility user When I navigate to the ""Contact Admin"" page And I select ""Maintenance Request"" as the request type And I enter ""The conveyor belt motor is failing and needs immediate repair."" in the message field And I attach a photo of the broken conveyor belt motor And I click the ""Submit"" button Then I should see a success message ""Your message has been sent to the site administrator."" And the administrator should receive an email notification about the maintenance request",Recycling Facility Communication with Site Admin,Submitting a Maintenance Request Regarding Broken Equipment,,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them."
g04-recycling,google-gemini-2.0-flash-001,51,google-gemini-2.0-flash-001_51_2,"Given I am a logged-in recycling facility user When I navigate to the ""Contact Admin"" page And I select ""Safety Hazard"" as the request type And I enter ""There is a large oil spill near the sorting station, creating a slip hazard."" in the message field And I select a priority level of ""High"" And I click the ""Submit"" button Then I should see a success message ""Your message has been sent to the site administrator."" And the administrator should receive an email notification about the safety hazard",Recycling Facility Communication with Site Admin,Reporting a Safety Hazard,,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them."
g04-recycling,google-gemini-2.0-flash-001,51,google-gemini-2.0-flash-001_51_3,"Given I am a logged-in recycling facility user When I navigate to the ""Contact Admin"" page And I select ""General Inquiry"" as the request type And I enter ""We are running low on cardboard recycling bins and require an additional 10 bins."" in the message field And I click the ""Submit"" button Then I should see a success message ""Your message has been sent to the site administrator."" And the administrator should receive an email notification about the bin request",Recycling Facility Communication with Site Admin,Requesting Additional Recycling Bins,,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them."
g04-recycling,google-gemini-2.0-flash-001,51,google-gemini-2.0-flash-001_51_4,"Given I am not logged in as a recycling facility user When I navigate to the ""Contact Admin"" page Then I should be redirected to the login page And I should see a message ""You must be logged in to contact the administrator.""",Recycling Facility Communication with Site Admin,Contacting Admin When Not Logged In,,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them."
g04-recycling,openai-gpt-4o-mini,1,openai-gpt-4o-mini_1_1,Given I am on the webpage displaying an address When I click on the address link Then a new tab should open with Google Maps displaying the address,Open Google Maps from address link,User clicks on address link,,"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps."
g04-recycling,openai-gpt-4o-mini,1,openai-gpt-4o-mini_1_2,Given I am on the webpage When I look for the address link Then I should see the address link displayed prominently,Open Google Maps from address link,Address link is visible on the page,,"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps."
g04-recycling,openai-gpt-4o-mini,1,openai-gpt-4o-mini_1_3,Given I am on the webpage displaying an address When I hover over the address link Then the cursor should change to a pointer indicating it is clickable,Open Google Maps from address link,Address link is clickable,,"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps."
g04-recycling,openai-gpt-4o-mini,1,openai-gpt-4o-mini_1_4,Given I am on the webpage displaying an address When I click on the address link Then the address should open in a new tab without affecting the current tab,Open Google Maps from address link,Address link opens in a new tab,,"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps."
g04-recycling,openai-gpt-4o-mini,1,openai-gpt-4o-mini_1_5,"Given I am on the webpage displaying the address ""1600 Amphitheatre Parkway, Mountain View, CA"" When I click on the address link Then the new tab should display ""1600 Amphitheatre Parkway, Mountain View, CA"" on Google Maps",Open Google Maps from address link,Address link shows correct destination,,"As a user, I want to click on the address, so that it takes me to a new tab with Google Maps."
g04-recycling,openai-gpt-4o-mini,2,openai-gpt-4o-mini_2_1,Given the user is on the recycling center information page When the user inputs their location Then the user should see a list of recycling centers near their location,Anonymous viewing of public information for recycling centers,User views a list of nearby recycling centers,,"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account."
g04-recycling,openai-gpt-4o-mini,2,openai-gpt-4o-mini_2_2,"Given the user sees a list of recycling centers When the user clicks on a specific recycling center Then the user should see details such as address, operating hours, and accepted materials",Anonymous viewing of public information for recycling centers,User views details of a specific recycling center,,"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account."
g04-recycling,openai-gpt-4o-mini,2,openai-gpt-4o-mini_2_3,Given the user is on the recycling centers list page When the user selects a material type filter Then the user should see a list of recycling centers that accept the selected material type,Anonymous viewing of public information for recycling centers,User filters recycling centers by material type,,"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account."
g04-recycling,openai-gpt-4o-mini,2,openai-gpt-4o-mini_2_4,Given the user is on the recycling centers list page When the user enters keywords in the search bar Then the user should see a list of recycling centers that match the search keywords,Anonymous viewing of public information for recycling centers,User searches for recycling centers using keywords,,"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account."
g04-recycling,openai-gpt-4o-mini,2,openai-gpt-4o-mini_2_5,Given the user is on the recycling center information page When the user clicks on the help or FAQ link Then the user should be able to view help resources without being prompted to create an account,Anonymous viewing of public information for recycling centers,User accesses help or FAQ without an account,,"As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account."
g04-recycling,openai-gpt-4o-mini,3,openai-gpt-4o-mini_3_1,"Given the user is on the recycling facilities search page When the user enters a valid zip code ""90210"" And clicks on the ""Search"" button Then the user should see a list of nearby recycling facilities And the list should display at least 3 recycling facilities",Nearby Recycling Facilities Search,User enters a valid zip code,,"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider."
g04-recycling,openai-gpt-4o-mini,3,openai-gpt-4o-mini_3_2,"Given the user is on the recycling facilities search page When the user enters an invalid zip code ""12345abc"" And clicks on the ""Search"" button Then the user should see an error message ""Please enter a valid zip code.""",Nearby Recycling Facilities Search,User enters an invalid zip code,,"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider."
g04-recycling,openai-gpt-4o-mini,3,openai-gpt-4o-mini_3_3,"Given the user is on the recycling facilities search page When the user enters a zip code ""00000"" And clicks on the ""Search"" button Then the user should see a message ""No recycling facilities found near this zip code.""",Nearby Recycling Facilities Search,User enters a zip code with no nearby facilities,,"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider."
g04-recycling,openai-gpt-4o-mini,3,openai-gpt-4o-mini_3_4,"Given the user is on the recycling facilities search page When the user enters a valid zip code ""10001"" And clicks on the ""Search"" button And selects ""Sort by Distance"" Then the user should see the list of facilities sorted by distance from the entered zip code",Nearby Recycling Facilities Search,User enters a zip code and sorts the results by distance,,"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider."
g04-recycling,openai-gpt-4o-mini,3,openai-gpt-4o-mini_3_5,"Given the user is on the recycling facilities search page When the user enters a valid zip code ""30301"" And clicks on the ""Search"" button And selects ""Plastic"" from the facility type filter Then the user should see only recycling facilities that accept plastic",Nearby Recycling Facilities Search,User enters a zip code and filters results by facility type,,"As a user, I want to be able to enter my zip code and get a list of nearby recycling facilities, so that I can determine which ones I should consider."
g04-recycling,openai-gpt-4o-mini,4,openai-gpt-4o-mini_4_1,"Given I am on the recycling facility hours page When I select the ""Green Valley Recycling Center"" Then I should see the operating hours displayed as ""Monday to Friday: 8 AM - 6 PM; Saturday: 9 AM - 4 PM; Closed on Sunday""",Recycling Facility Hours,View operating hours for a specific recycling facility,,"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours."
g04-recycling,openai-gpt-4o-mini,4,openai-gpt-4o-mini_4_2,"Given I am on the recycling facility hours page When I enter ""Downtown"" in the search bar And I click the search button Then I should see a list of recycling facilities in Downtown with their respective operating hours",Recycling Facility Hours,Search for facility hours by location,,"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours."
g04-recycling,openai-gpt-4o-mini,4,openai-gpt-4o-mini_4_3,"Given I am on the recycling facility hours page When I select the ""Riverbend Recycling Facility"" And the current date is ""2023-12-25"" Then I should see the operating hours displayed as ""Closed for Christmas""",Recycling Facility Hours,View hours for a facility on a holiday,,"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours."
g04-recycling,openai-gpt-4o-mini,4,openai-gpt-4o-mini_4_4,"Given I am on the recycling facility hours page When I select ""Green Valley Recycling Center"" and ""Riverbend Recycling Facility"" Then I should see a comparison table displaying the operating hours for both facilities",Recycling Facility Hours,Compare hours of multiple recycling facilities,,"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours."
g04-recycling,openai-gpt-4o-mini,4,openai-gpt-4o-mini_4_5,"Given I am on the recycling facility hours page When I select a facility that does not exist Then I should see an error message that says ""Facility not found""",Recycling Facility Hours,Receive an error message for an invalid facility selection,,"As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours."
g04-recycling,openai-gpt-4o-mini,5,openai-gpt-4o-mini_5_1,"Given the user is on the pick-up time selection page When the user selects a pick-up time of ""3:00 PM"" Then the system should confirm the selected pick-up time is ""3:00 PM"" And the system should display a message ""Pick-up time confirmed for 3:00 PM""",Flexible Pick Up Time,User selects a pick-up time within operating hours,,"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website."
g04-recycling,openai-gpt-4o-mini,5,openai-gpt-4o-mini_5_2,"Given the user is on the pick-up time selection page When the user selects a pick-up time of ""11:00 PM"" Then the system should display an error message ""Please select a pick-up time within our operating hours""",Flexible Pick Up Time,User attempts to select a pick-up time outside operating hours,,"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website."
g04-recycling,openai-gpt-4o-mini,5,openai-gpt-4o-mini_5_3,"Given the user has selected a pick-up time of ""2:00 PM"" When the user changes the pick-up time to ""4:30 PM"" Then the system should update the selected pick-up time to ""4:30 PM"" And the system should display a confirmation message ""Pick-up time updated to 4:30 PM""",Flexible Pick Up Time,User changes their selected pick-up time,,"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website."
g04-recycling,openai-gpt-4o-mini,5,openai-gpt-4o-mini_5_4,"Given the user is on the pick-up time selection page When the user clicks on the ""Available Times"" button Then the system should display a list of all available pick-up times for the selected date",Flexible Pick Up Time,User verifies available pick-up times,,"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website."
g04-recycling,openai-gpt-4o-mini,5,openai-gpt-4o-mini_5_5,"Given the user is on the pick-up time selection page When the user selects the earliest available pick-up time Then the system should confirm the selected pick-up time is the earliest time And the system should display a message ""Pick-up time confirmed for [earliest time]""",Flexible Pick Up Time,User selects the earliest available pick-up time,,"As a user, I want to have a flexible pick up time, so that I can more conveniently use the website."
g04-recycling,openai-gpt-4o-mini,6,openai-gpt-4o-mini_6_1,"Given the user is on the recyclable waste selection page When the user selects ""Plastic"" from the waste types Then the user should see a list of facilities that accept plastic And each facility should display its opening hours",Recyclable Waste Selection and Facility Locator,User selects plastic waste and retrieves facilities,,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule."
g04-recycling,openai-gpt-4o-mini,6,openai-gpt-4o-mini_6_2,"Given the user is on the recyclable waste selection page When the user selects ""Metal"" from the waste types Then the user should see a list of facilities that accept metal And each facility should display its opening hours",Recyclable Waste Selection and Facility Locator,User selects metal waste and retrieves facilities,,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule."
g04-recycling,openai-gpt-4o-mini,6,openai-gpt-4o-mini_6_3,"Given the user is on the recyclable waste selection page When the user selects ""Glass"" from the waste types Then the user should see a list of facilities that accept glass And each facility should display its opening hours",Recyclable Waste Selection and Facility Locator,User selects glass waste and retrieves facilities,,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule."
g04-recycling,openai-gpt-4o-mini,6,openai-gpt-4o-mini_6_4,"Given the user is on the recyclable waste selection page When the user selects ""Mixed"" from the waste types Then the user should see a list of facilities that accept mixed waste And each facility should display its opening hours",Recyclable Waste Selection and Facility Locator,User selects mixed waste and retrieves facilities,,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule."
g04-recycling,openai-gpt-4o-mini,6,openai-gpt-4o-mini_6_5,"Given the user is on the recyclable waste selection page When the user searches for ""Green Facility"" Then the user should see details for ""Green Facility"" And it should display the type of waste accepted And it should display the opening hours",Recyclable Waste Selection and Facility Locator,User searches for a specific facility and checks its details,,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule."
g04-recycling,openai-gpt-4o-mini,7,openai-gpt-4o-mini_7_1,"Given I am logged into my account And I am on the donation center page When I click on the ""Add to Favorites"" button for a donation center Then the donation center should be added to my favorites list And I should see a confirmation message ""Donation center added to favorites.""",Manage Favorite Donation Centers,Successfully adding a donation center to favorites,,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later."
g04-recycling,openai-gpt-4o-mini,7,openai-gpt-4o-mini_7_2,"Given I am logged into my account And I have added at least one donation center to my favorites When I navigate to my profile and select ""Favorites"" Then I should see a list of my favorite donation centers",Manage Favorite Donation Centers,Viewing my favorite donation centers,,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later."
g04-recycling,openai-gpt-4o-mini,7,openai-gpt-4o-mini_7_3,"Given I am logged into my account And I have already added a donation center to my favorites When I click on the ""Add to Favorites"" button for that donation center again Then I should see a message ""This donation center is already in your favorites.""",Manage Favorite Donation Centers,Attempting to add the same donation center to favorites again,,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later."
g04-recycling,openai-gpt-4o-mini,7,openai-gpt-4o-mini_7_4,"Given I am logged into my account And I have added a donation center to my favorites When I click on the ""Remove from Favorites"" button for that donation center Then the donation center should be removed from my favorites list And I should see a confirmation message ""Donation center removed from favorites.""",Manage Favorite Donation Centers,Removing a donation center from favorites,,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later."
g04-recycling,openai-gpt-4o-mini,7,openai-gpt-4o-mini_7_5,"Given I am on the donation center page When I click on the ""Add to Favorites"" button for a donation center Then I should be redirected to the login page And I should see an error message ""You need to log in to add favorites.""",Manage Favorite Donation Centers,Trying to add a donation center to favorites while not logged in,,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later."
g04-recycling,openai-gpt-4o-mini,8,openai-gpt-4o-mini_8_1,"Given the user is on the subscription page When the user enters a valid email address ""user@example.com"" And the user clicks on the ""Subscribe"" button Then the user should see a confirmation message ""Subscription successful! You will receive notifications at user@example.com""",Email Notification Subscription,User successfully subscribes with a valid email address,,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted."
g04-recycling,openai-gpt-4o-mini,8,openai-gpt-4o-mini_8_2,"Given the user is on the subscription page When the user enters an invalid email address ""user@.com"" And the user clicks on the ""Subscribe"" button Then the user should see an error message ""Please enter a valid email address""",Email Notification Subscription,User tries to subscribe with an invalid email address,,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted."
g04-recycling,openai-gpt-4o-mini,8,openai-gpt-4o-mini_8_3,"Given the user is on the subscription page And the user has already subscribed with the email address ""user@example.com"" When the user enters the email address ""user@example.com"" And the user clicks on the ""Subscribe"" button Then the user should see an error message ""This email is already subscribed""",Email Notification Subscription,User tries to subscribe with an already subscribed email address,,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted."
g04-recycling,openai-gpt-4o-mini,8,openai-gpt-4o-mini_8_4,"Given the user is on the subscription page When the user leaves the email field empty And the user clicks on the ""Subscribe"" button Then the user should see an error message ""Email address cannot be empty""",Email Notification Subscription,User leaves the email field empty and tries to subscribe,,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted."
g04-recycling,openai-gpt-4o-mini,8,openai-gpt-4o-mini_8_5,"Given the user has successfully subscribed with the email address ""user@example.com"" When a new event is posted Then the user should receive an email notification at ""user@example.com"" with the details of the new event",Email Notification Subscription,User receives a notification email for new events after subscribing,,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted."
g04-recycling,openai-gpt-4o-mini,9,openai-gpt-4o-mini_9_1,Given the user is on the recycling bins map page When the map loads Then the user should see a map centered on their current location And the map should display markers for all public recycling bins in the area,View recycling bins on a map,User views map with recycling bins displayed,,"As a user, I want to be able to view a map display of the public recycling bins around my area."
g04-recycling,openai-gpt-4o-mini,9,openai-gpt-4o-mini_9_2,"Given the user is on the recycling bins map page When the user enters ""Downtown"" in the search bar And clicks on the search button Then the map should update to display only the recycling bins in the Downtown area",View recycling bins on a map,User searches for recycling bins in a specific area,,"As a user, I want to be able to view a map display of the public recycling bins around my area."
g04-recycling,openai-gpt-4o-mini,9,openai-gpt-4o-mini_9_3,"Given the user is viewing the recycling bins map When the user clicks on a recycling bin marker Then a popup should appear showing details about the recycling bin, including its address and types of materials accepted",View recycling bins on a map,User clicks on a recycling bin marker,,"As a user, I want to be able to view a map display of the public recycling bins around my area."
g04-recycling,openai-gpt-4o-mini,9,openai-gpt-4o-mini_9_4,"Given the user is on the recycling bins map page When the user selects ""Plastic"" from the materials filter options Then the map should display only the recycling bins that accept plastic materials",View recycling bins on a map,User filters recycling bins by materials accepted,,"As a user, I want to be able to view a map display of the public recycling bins around my area."
g04-recycling,openai-gpt-4o-mini,9,openai-gpt-4o-mini_9_5,Given the user is viewing the recycling bins map When the user clicks the refresh button Then the map should reload and display the most up-to-date locations of the recycling bins,View recycling bins on a map,User refreshes the map,,"As a user, I want to be able to view a map display of the public recycling bins around my area."
g04-recycling,openai-gpt-4o-mini,10,openai-gpt-4o-mini_10_1,"Given the user is on the waste management application homepage When the user clicks on the ""View Drop Off Sites"" button Then the user should see a map with markers indicating special waste drop off sites in their area",Map display of special waste drop off sites,User views the map displaying special waste drop off sites,,"As a user, I want to be able to view a map display of the special waste drop off sites around my area."
g04-recycling,openai-gpt-4o-mini,10,openai-gpt-4o-mini_10_2,"Given the user is viewing the map of special waste drop off sites When the user zooms in on the map Then the user should see additional details for each drop off site, including address and hours of operation",Map display of special waste drop off sites,User zooms in on the map to see more details,,"As a user, I want to be able to view a map display of the special waste drop off sites around my area."
g04-recycling,openai-gpt-4o-mini,10,openai-gpt-4o-mini_10_3,Given the user is viewing the map of special waste drop off sites When the user selects a waste type filter from the dropdown Then the map should update to display only the drop off sites that accept the selected waste type,Map display of special waste drop off sites,User filters drop off sites by waste type,,"As a user, I want to be able to view a map display of the special waste drop off sites around my area."
g04-recycling,openai-gpt-4o-mini,10,openai-gpt-4o-mini_10_4,"Given the user is viewing the map with drop off site markers When the user clicks on a specific drop off site marker Then a popup should appear displaying the name, address, and contact information for that drop off site",Map display of special waste drop off sites,User clicks on a drop off site marker,,"As a user, I want to be able to view a map display of the special waste drop off sites around my area."
g04-recycling,openai-gpt-4o-mini,10,openai-gpt-4o-mini_10_5,"Given the user is on the waste management application homepage When the user enters their location into the search bar and clicks ""Search"" Then the map should display special waste drop off sites near the entered location",Map display of special waste drop off sites,User searches for drop off sites using location input,,"As a user, I want to be able to view a map display of the special waste drop off sites around my area."
g04-recycling,openai-gpt-4o-mini,11,openai-gpt-4o-mini_11_1,Given the user is on the safe disposal events page When the user enters their location Then the user should see a list of safe disposal events in their area,View Safe Disposal Events,User views safe disposal events in their area,,"As a user, I want to be able to view the safe disposal events currently being organised around my area."
g04-recycling,openai-gpt-4o-mini,11,openai-gpt-4o-mini_11_2,"Given the user is on the safe disposal events page And the user sees a list of safe disposal events When the user clicks on a specific event Then the user should see the details of that event, including date, time, and location",View Safe Disposal Events,User views details of a specific safe disposal event,,"As a user, I want to be able to view the safe disposal events currently being organised around my area."
g04-recycling,openai-gpt-4o-mini,11,openai-gpt-4o-mini_11_3,Given the user is on the safe disposal events page When the user selects a date range from the filter options Then the user should see a list of safe disposal events within the selected date range,View Safe Disposal Events,User filters safe disposal events by date,,"As a user, I want to be able to view the safe disposal events currently being organised around my area."
