filepath,model,app_id,us_id,feature_name,feature_description,feature_keyword,feature_tags,rule_name,rule_description,rule_tags,scenario_name,scenario_description,scenario_keyword,scenario_tags,scenario_examples,step_keyword,step_keyword_type,step_text,step_data_table,step_doc_string,error
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User selects a specific pick up time,,Scenario,,,And,Conjunction,the user should be able to proceed to the next step,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User selects the earliest available pick up time,,Scenario,,,Given,Context,the user is on the pick up selection page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User selects the earliest available pick up time,,Scenario,,,When,Action,"the user selects the ""Earliest Available"" option",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User selects the earliest available pick up time,,Scenario,,,Then,Outcome,the system should display the next available pick up time,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User selects the earliest available pick up time,,Scenario,,,And,Conjunction,the user should be able to proceed to the next step,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User attempts to select a past pick up time,,Scenario,,,Given,Context,the user is on the pick up selection page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User attempts to select a past pick up time,,Scenario,,,When,Action,"the user tries to select ""1:00 PM""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User attempts to select a past pick up time,,Scenario,,,Then,Outcome,"the user should see an error message saying ""Please select a future pick up time""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User modifies the pick up time after selection,,Scenario,,,Given,Context,"the user has previously selected ""2:00 PM"" as the pick up time",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User modifies the pick up time after selection,,Scenario,,,When,Action,"the user changes the pick up time to ""4:00 PM""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User modifies the pick up time after selection,,Scenario,,,Then,Outcome,"the selected pick up time should be updated to ""4:00 PM""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User modifies the pick up time after selection,,Scenario,,,And,Conjunction,the user should see a confirmation message about the updated pick up time,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User views available pick up times for different days,,Scenario,,,Given,Context,the user is on the pick up selection page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User views available pick up times for different days,,Scenario,,,When,Action,"the user selects ""Tomorrow"" from the date options",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User views available pick up times for different days,,Scenario,,,Then,Outcome,the system should display the available pick up times for tomorrow,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_12.feature,openai-gpt-4o-mini,g04-recycling,12,Flexible Pick Up Time Selection,,Feature,,,,,User views available pick up times for different days,,Scenario,,,And,Conjunction,the user should be able to select any of the available times,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Accessing user documentation from the homepage,,Scenario,,,Given,Context,I am on the homepage of the website,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Accessing user documentation from the homepage,,Scenario,,,When,Action,"I click on the ""User Documentation"" link",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Accessing user documentation from the homepage,,Scenario,,,Then,Outcome,I should be redirected to the user documentation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Accessing user documentation from the homepage,,Scenario,,,And,Conjunction,"I should see the title ""User Documentation""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Viewing a specific section of user documentation,,Scenario,,,Given,Context,I am on the user documentation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Viewing a specific section of user documentation,,Scenario,,,When,Action,"I click on the ""Getting Started"" section",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Viewing a specific section of user documentation,,Scenario,,,Then,Outcome,"I should be taken to the ""Getting Started"" section",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Viewing a specific section of user documentation,,Scenario,,,And,Conjunction,I should see the content related to starting with the web app,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Searching for a topic in the user documentation,,Scenario,,,Given,Context,I am on the user documentation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Searching for a topic in the user documentation,,Scenario,,,When,Action,"I enter ""account settings"" into the search bar",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Searching for a topic in the user documentation,,Scenario,,,And,Conjunction,"I click on the ""Search"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Searching for a topic in the user documentation,,Scenario,,,Then,Outcome,"I should see a list of results related to ""account settings""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Navigating back to the homepage from user documentation,,Scenario,,,Given,Context,I am on the user documentation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Navigating back to the homepage from user documentation,,Scenario,,,When,Action,"I click on the ""Home"" link",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Navigating back to the homepage from user documentation,,Scenario,,,Then,Outcome,I should be redirected to the homepage,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Navigating back to the homepage from user documentation,,Scenario,,,And,Conjunction,I should see the homepage content,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Checking the last updated date of the documentation,,Scenario,,,Given,Context,I am on the user documentation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Checking the last updated date of the documentation,,Scenario,,,When,Action,I scroll to the bottom of the page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_13.feature,openai-gpt-4o-mini,g04-recycling,13,User Documentation Access,,Feature,,,,,Checking the last updated date of the documentation,,Scenario,,,Then,Outcome,I should see the last updated date for the documentation,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with letters,,Scenario,,,Given,Context,the user is on the address input page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with letters,,Scenario,,,When,Action,"the user enters ""ABCDE"" as the zip code",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with letters,,Scenario,,,And,Conjunction,clicks the submit button,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with letters,,Scenario,,,Then,Outcome,"the user should see a feedback message ""Please enter a valid zip code.""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with special characters,,Scenario,,,Given,Context,the user is on the address input page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with special characters,,Scenario,,,When,Action,"the user enters ""1234@!"" as the zip code",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with special characters,,Scenario,,,And,Conjunction,clicks the submit button,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code with special characters,,Scenario,,,Then,Outcome,"the user should see a feedback message ""Please enter a valid zip code.""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too short,,Scenario,,,Given,Context,the user is on the address input page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too short,,Scenario,,,When,Action,"the user enters ""123"" as the zip code",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too short,,Scenario,,,And,Conjunction,clicks the submit button,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too short,,Scenario,,,Then,Outcome,"the user should see a feedback message ""Zip code must be 5 digits long.""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too long,,Scenario,,,Given,Context,the user is on the address input page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too long,,Scenario,,,When,Action,"the user enters ""1234567"" as the zip code",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too long,,Scenario,,,And,Conjunction,clicks the submit button,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User enters a zip code that is too long,,Scenario,,,Then,Outcome,"the user should see a feedback message ""Zip code must be 5 digits long.""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User leaves the zip code field empty,,Scenario,,,Given,Context,the user is on the address input page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User leaves the zip code field empty,,Scenario,,,When,Action,the user leaves the zip code field empty,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User leaves the zip code field empty,,Scenario,,,And,Conjunction,clicks the submit button,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_14.feature,openai-gpt-4o-mini,g04-recycling,14,Invalid Zip Code Feedback,,Feature,,,,,User leaves the zip code field empty,,Scenario,,,Then,Outcome,"the user should see a feedback message ""Zip code cannot be empty.""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,Given,Context,I am on the account creation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,When,Action,"I enter a valid username ""testuser""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,And,Conjunction,"I enter a valid email ""testuser@example.com""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,And,Conjunction,"I enter a valid password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,And,Conjunction,"I confirm my password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,And,Conjunction,"I click the ""Create Account"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,Then,Outcome,"I should see a success message ""Account created successfully""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Successful account creation with valid details,,Scenario,,,And,Conjunction,I should be redirected to my profile page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,Given,Context,I am on the account creation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,When,Action,I enter an empty username,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,And,Conjunction,"I enter a valid email ""testuser@example.com""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,And,Conjunction,"I enter a valid password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,And,Conjunction,"I confirm my password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,And,Conjunction,"I click the ""Create Account"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with missing username,,Scenario,,,Then,Outcome,"I should see an error message ""Username is required""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,Given,Context,I am on the account creation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,When,Action,"I enter a valid username ""testuser""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,And,Conjunction,"I enter an invalid email ""testuser.com""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,And,Conjunction,"I enter a valid password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,And,Conjunction,"I confirm my password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,And,Conjunction,"I click the ""Create Account"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with invalid email format,,Scenario,,,Then,Outcome,"I should see an error message ""Please enter a valid email address""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,Given,Context,I am on the account creation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,When,Action,"I enter a valid username ""testuser""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,And,Conjunction,"I enter a valid email ""testuser@example.com""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,And,Conjunction,"I enter a valid password ""Password123!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,And,Conjunction,"I confirm my password ""DifferentPassword456!""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,And,Conjunction,"I click the ""Create Account"" button",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with password mismatch,,Scenario,,,Then,Outcome,"I should see an error message ""Passwords do not match""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with weak password,,Scenario,,,Given,Context,I am on the account creation page,,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with weak password,,Scenario,,,When,Action,"I enter a valid username ""testuser""",,,False
..\data\mendeley\experiment_outputs\g04-recycling\single_turn_gen\features\openai-gpt-4o-mini\g04-recycling_openai-gpt-4o-mini_15.feature,openai-gpt-4o-mini,g04-recycling,15,Account Creation,,Feature,,,,,Account creation fails with weak password,,Scenario,,,And,Conjunction,"I enter a valid email ""testuser@example.com""",,,False
