model,app_id,us_id,feature_name,feature_description,scenario_name,scenario_description,scenario_examples,step_keyword_type,us_text,scenario_id,flat_step,step_id
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Action,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,"When I navigate to the ""Contact Admin"" page",google-gemini-2.0-flash-001_51_1_2
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,"And I select ""Maintenance Request"" as the request type",google-gemini-2.0-flash-001_51_1_3
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,"And I enter ""The conveyor belt motor is failing and needs immediate repair."" in the message field",google-gemini-2.0-flash-001_51_1_4
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,And I attach a photo of the broken conveyor belt motor,google-gemini-2.0-flash-001_51_1_5
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,"And I click the ""Submit"" button",google-gemini-2.0-flash-001_51_1_6
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Outcome,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,"Then I should see a success message ""Your message has been sent to the site administrator.""",google-gemini-2.0-flash-001_51_1_7
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Submitting a Maintenance Request Regarding Broken Equipment,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_1,And the administrator should receive an email notification about the maintenance request,google-gemini-2.0-flash-001_51_1_8
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Context,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,Given I am a logged-in recycling facility user,google-gemini-2.0-flash-001_51_2_1
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Action,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"When I navigate to the ""Contact Admin"" page",google-gemini-2.0-flash-001_51_2_2
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"And I select ""Safety Hazard"" as the request type",google-gemini-2.0-flash-001_51_2_3
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"And I enter ""There is a large oil spill near the sorting station, creating a slip hazard."" in the message field",google-gemini-2.0-flash-001_51_2_4
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"And I select a priority level of ""High""",google-gemini-2.0-flash-001_51_2_5
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"And I click the ""Submit"" button",google-gemini-2.0-flash-001_51_2_6
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Outcome,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,"Then I should see a success message ""Your message has been sent to the site administrator.""",google-gemini-2.0-flash-001_51_2_7
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Reporting a Safety Hazard,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_2,And the administrator should receive an email notification about the safety hazard,google-gemini-2.0-flash-001_51_2_8
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Context,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,Given I am a logged-in recycling facility user,google-gemini-2.0-flash-001_51_3_1
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Action,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,"When I navigate to the ""Contact Admin"" page",google-gemini-2.0-flash-001_51_3_2
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,"And I select ""General Inquiry"" as the request type",google-gemini-2.0-flash-001_51_3_3
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,"And I enter ""We are running low on cardboard recycling bins and require an additional 10 bins."" in the message field",google-gemini-2.0-flash-001_51_3_4
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,"And I click the ""Submit"" button",google-gemini-2.0-flash-001_51_3_5
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Outcome,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,"Then I should see a success message ""Your message has been sent to the site administrator.""",google-gemini-2.0-flash-001_51_3_6
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Requesting Additional Recycling Bins,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_3,And the administrator should receive an email notification about the bin request,google-gemini-2.0-flash-001_51_3_7
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Contacting Admin When Not Logged In,,,Context,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_4,Given I am not logged in as a recycling facility user,google-gemini-2.0-flash-001_51_4_1
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Contacting Admin When Not Logged In,,,Action,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_4,"When I navigate to the ""Contact Admin"" page",google-gemini-2.0-flash-001_51_4_2
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Contacting Admin When Not Logged In,,,Outcome,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_4,Then I should be redirected to the login page,google-gemini-2.0-flash-001_51_4_3
google-gemini-2.0-flash-001,g04-recycling,51,Recycling Facility Communication with Site Admin,"As a Recycling Facility
  I want to be able to communicate directly with the site admin
  So that they fix any issues or concerns I have",Contacting Admin When Not Logged In,,,Conjunction,"As a recyclingfacility, I want to be able to communicate directly with the site admin and convey any issues or concerns I have, so that they fix them.",google-gemini-2.0-flash-001_51_4,"And I should see a message ""You must be logged in to contact the administrator.""",google-gemini-2.0-flash-001_51_4_4
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a single waste type and views facilities with opening hours,,,Context,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_1,Given I am on the recycling facility search page,google-gemini-2.0-flash-001_6_1_1
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a single waste type and views facilities with opening hours,,,Action,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_1,"When I select ""Plastic Bottles"" as the waste type",google-gemini-2.0-flash-001_6_1_2
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a single waste type and views facilities with opening hours,,,Outcome,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_1,"Then I should see a list of recycling facilities that accept ""Plastic Bottles""",google-gemini-2.0-flash-001_6_1_3
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a single waste type and views facilities with opening hours,,,Conjunction,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_1,And each facility should display its opening hours,google-gemini-2.0-flash-001_6_1_4
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects multiple waste types and views facilities accepting all selected types,,,Context,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_2,Given I am on the recycling facility search page,google-gemini-2.0-flash-001_6_2_1
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects multiple waste types and views facilities accepting all selected types,,,Action,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_2,"When I select ""Cardboard"" and ""Aluminum Cans"" as waste types",google-gemini-2.0-flash-001_6_2_2
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects multiple waste types and views facilities accepting all selected types,,,Outcome,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_2,"Then I should see a list of recycling facilities that accept both ""Cardboard"" and ""Aluminum Cans""",google-gemini-2.0-flash-001_6_2_3
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects multiple waste types and views facilities accepting all selected types,,,Conjunction,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_2,And each facility should display its opening hours,google-gemini-2.0-flash-001_6_2_4
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,No facilities found for selected waste type,,,Context,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_3,Given I am on the recycling facility search page,google-gemini-2.0-flash-001_6_3_1
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,No facilities found for selected waste type,,,Action,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_3,"When I select ""Polystyrene Foam"" as the waste type",google-gemini-2.0-flash-001_6_3_2
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,No facilities found for selected waste type,,,Outcome,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_3,"Then I should see a message indicating that no facilities accept ""Polystyrene Foam"" in my area",google-gemini-2.0-flash-001_6_3_3
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User filters facilities by opening hours on a specific day,,,Context,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_4,Given I am on the recycling facility search page,google-gemini-2.0-flash-001_6_4_1
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User filters facilities by opening hours on a specific day,,,Conjunction,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_4,"And I have selected ""Glass Bottles"" as the waste type",google-gemini-2.0-flash-001_6_4_2
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User filters facilities by opening hours on a specific day,,,Action,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_4,"When I filter facilities to only show those open on ""Saturday""",google-gemini-2.0-flash-001_6_4_3
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User filters facilities by opening hours on a specific day,,,Outcome,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_4,"Then I should see a list of recycling facilities that accept ""Glass Bottles"" and are open on ""Saturday""",google-gemini-2.0-flash-001_6_4_4
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User filters facilities by opening hours on a specific day,,,Conjunction,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_4,"And each facility should display its opening hours for ""Saturday""",google-gemini-2.0-flash-001_6_4_5
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a waste type and views a map with facility locations,,,Context,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_5,Given I am on the recycling facility search page,google-gemini-2.0-flash-001_6_5_1
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a waste type and views a map with facility locations,,,Action,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_5,"When I select ""Paper"" as the waste type",google-gemini-2.0-flash-001_6_5_2
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a waste type and views a map with facility locations,,,Outcome,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_5,"Then I should see a map displaying the locations of facilities that accept ""Paper""",google-gemini-2.0-flash-001_6_5_3
google-gemini-2.0-flash-001,g04-recycling,6,Find Recycling Facilities by Waste Type and Schedule,,User selects a waste type and views a map with facility locations,,,Conjunction,"As a user, I want to be able to select different types of recyclable waste, so I have and get a list of facilities that accept each type and their opening hours, so that I can find an optimal route and schedule.",google-gemini-2.0-flash-001_6_5,And each facility marker should indicate its name and opening hours when clicked,google-gemini-2.0-flash-001_6_5_4
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User successfully adds a donation center to favorites,,,Context,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_1,Given I am a logged-in user,google-gemini-2.0-flash-001_7_1_1
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User successfully adds a donation center to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_1,"And I am on the donation center details page for ""Red Cross - Main Branch""",google-gemini-2.0-flash-001_7_1_2
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User successfully adds a donation center to favorites,,,Action,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_1,"When I click the ""Add to Favorites"" button",google-gemini-2.0-flash-001_7_1_3
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User successfully adds a donation center to favorites,,,Outcome,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_1,"Then I should see a success message ""Donation center added to favorites!""",google-gemini-2.0-flash-001_7_1_4
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User successfully adds a donation center to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_1,"And ""Red Cross - Main Branch"" should be displayed in my favorites list",google-gemini-2.0-flash-001_7_1_5
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Context,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,Given I am a logged-in user,google-gemini-2.0-flash-001_7_2_1
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,"And I am on the donation center details page for ""Salvation Army - Local Branch""",google-gemini-2.0-flash-001_7_2_2
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,"And I have already added ""Salvation Army - Local Branch"" to my favorites",google-gemini-2.0-flash-001_7_2_3
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Action,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,"When I click the ""Add to Favorites"" button",google-gemini-2.0-flash-001_7_2_4
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Outcome,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,"Then I should see an error message ""Donation center is already in your favorites""",google-gemini-2.0-flash-001_7_2_5
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User attempts to add the same donation center to favorites twice,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_2,"And ""Salvation Army - Local Branch"" should only appear once in my favorites list",google-gemini-2.0-flash-001_7_2_6
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Context,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,Given I am a logged-in user,google-gemini-2.0-flash-001_7_3_1
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,"And I am on the donation center details page for ""Goodwill - Donation Center""",google-gemini-2.0-flash-001_7_3_2
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Action,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,"When I click the ""Add to Favorites"" button",google-gemini-2.0-flash-001_7_3_3
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,"And I navigate to the donation center details page for ""Habitat for Humanity ReStore""",google-gemini-2.0-flash-001_7_3_4
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,"And I click the ""Add to Favorites"" button",google-gemini-2.0-flash-001_7_3_5
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User adds multiple donation centers to favorites,,,Outcome,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_3,"Then I should see ""Goodwill - Donation Center"" and ""Habitat for Humanity ReStore"" in my favorites list",google-gemini-2.0-flash-001_7_3_6
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User must be logged in to add a donation center to favorites,,,Context,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_4,Given I am not a logged-in user,google-gemini-2.0-flash-001_7_4_1
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User must be logged in to add a donation center to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_4,"And I am on the donation center details page for ""St. Vincent de Paul - Charity Shop""",google-gemini-2.0-flash-001_7_4_2
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User must be logged in to add a donation center to favorites,,,Action,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_4,"When I click the ""Add to Favorites"" button",google-gemini-2.0-flash-001_7_4_3
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User must be logged in to add a donation center to favorites,,,Outcome,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_4,Then I should be redirected to the login page,google-gemini-2.0-flash-001_7_4_4
google-gemini-2.0-flash-001,g04-recycling,7,Favorite Donation Centers,"As a user, I want to add donation centers as favorites on my profile,
  so that I can view them later.",User must be logged in to add a donation center to favorites,,,Conjunction,"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",google-gemini-2.0-flash-001_7_4,"And I should see a message ""Please log in to add donation centers to your favorites""",google-gemini-2.0-flash-001_7_4_5
google-gemini-2.0-flash-001,g04-recycling,8,Email Notifications for New Events,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",Subscribe to email notifications with a valid email address,,,Context,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",google-gemini-2.0-flash-001_8_1,Given I am on the event notification subscription page,google-gemini-2.0-flash-001_8_1_1
